hours_studied,attendance,sleep_hours,exam_score,motivation,tutoring_sessions,family_income
25,88,8,71,2,2,3
27,70,6,68,3,2,1
24,94,7,70,2,1,3
22,96,10,71,1,1,3
26,68,8,69,3,1,2
20,65,7,63,2,3,1
15,99,8,71,2,2,2
19,95,9,69,2,2,1
16,96,5,71,2,2,3
16,95,6,68,1,2,1
19,82,7,68,2,1,2
15,86,6,66,2,0,2
18,82,7,67,2,3,1
9,62,5,59,1,0,2
21,90,8,66,2,1,1
20,80,6,64,1,0,2
15,86,7,64,2,1,1
24,80,7,69,2,0,1
26,80,8,69,3,1,2
10,67,4,61,2,3,2
15,71,8,62,2,0,1
15,66,7,61,2,2,2
14,68,8,63,3,1,2
25,99,5,71,1,2,1
19,66,8,65,2,1,2
18,71,9,68,2,1,1
8,84,7,67,2,1,3
24,84,6,70,3,2,1
13,66,6,64,2,3,2
20,92,8,71,3,0,2
22,91,8,71,1,2,2
28,69,8,67,1,0,3
12,72,7,63,2,0,3
2,98,7,66,3,2,1
21,93,7,70,2,3,3
31,88,6,70,2,2,1
27,63,8,67,2,3,1
21,77,7,69,3,3,2
17,82,9,66,1,3,3
25,67,9,67,2,1,2
14,78,7,65,2,0,3
23,84,8,72,2,1,3
23,73,6,68,2,1,2
26,91,7,72,1,3,2
37,94,8,76,3,1,1
22,73,5,65,2,4,1
17,94,8,68,2,1,2
20,64,6,65,2,3,1
9,94,6,66,1,0,1
16,66,6,63,2,7,1
18,63,7,63,2,2,3
17,86,5,66,2,2,1
21,79,8,69,2,2,1
15,96,7,72,3,3,2
27,75,10,66,2,3,3
20,71,7,64,2,2,2
20,80,8,67,1,0,1
18,78,6,67,1,1,1
21,74,5,66,2,1,2
25,88,8,68,1,2,1
15,90,5,65,2,0,2
16,94,8,71,3,2,1
18,99,10,71,2,1,2
12,71,8,62,2,1,2
15,89,8,69,1,2,2
17,76,7,65,1,4,3
25,87,6,70,1,3,2
22,79,7,66,2,2,1
21,100,6,70,2,0,3
25,89,5,70,1,2,2
19,98,7,69,2,1,1
22,93,9,71,2,2,2
19,96,5,69,2,1,2
22,93,9,73,2,2,2
17,78,9,65,1,1,2
5,70,8,62,2,3,1
19,75,8,67,2,2,3
29,61,7,65,3,1,2
26,81,7,65,1,1,2
26,80,6,70,2,0,2
27,81,7,70,1,1,2
21,99,7,71,2,0,2
21,96,10,71,1,1,1
16,66,8,62,1,1,2
18,75,7,65,2,4,1
24,77,7,84,2,3,2
27,74,6,68,2,2,2
19,92,6,70,2,3,3
17,81,8,68,2,1,2
20,83,6,67,2,2,1
24,94,6,69,1,1,1
11,92,6,68,2,2,1
6,65,6,59,2,3,1
17,89,9,67,2,0,2
13,77,7,63,1,0,3
17,72,7,65,1,1,2
19,62,7,63,1,1,1
17,79,7,64,1,1,1
29,74,6,72,3,3,1
22,70,5,63,3,1,1
22,88,9,66,2,2,2
24,91,8,67,1,0,2
13,70,8,66,3,1,3
26,62,8,66,2,2,2
20,94,10,68,1,1,1
24,60,6,66,2,1,1
14,97,5,68,2,3,2
11,85,8,65,1,2,2
25,73,5,67,1,0,2
22,70,7,64,2,0,3
15,60,7,59,1,0,1
15,69,8,60,1,0,3
27,66,6,65,1,1,3
13,84,9,64,3,0,1
30,67,6,66,2,1,1
15,81,8,65,2,0,2
24,84,6,69,2,2,2
18,72,8,66,2,0,2
24,61,5,65,2,1,1
17,61,7,62,1,1,2
19,61,9,60,2,2,2
20,90,7,68,1,4,1
14,73,9,64,2,1,2
24,92,7,73,3,0,2
17,77,6,64,1,1,1
19,78,7,69,2,2,2
14,81,8,63,1,1,1
5,89,4,65,3,2,2
19,71,8,65,2,2,2
34,65,6,67,3,0,2
25,82,5,67,2,0,1
20,73,8,66,1,1,2
18,78,9,68,3,1,1
20,86,7,65,2,1,1
23,80,5,66,2,1,1
13,85,6,66,2,2,1
27,82,6,69,1,2,1
24,90,7,70,2,2,1
24,88,7,71,2,2,2
23,81,8,70,3,4,1
20,87,8,68,1,2,2
24,95,8,73,2,2,1
24,77,8,68,3,1,1
18,77,7,66,1,2,3
17,91,10,67,1,1,2
21,83,8,66,1,2,2
29,63,8,69,2,0,2
13,96,10,67,2,1,1
11,61,7,61,3,5,2
21,90,6,70,2,2,1
20,90,9,70,2,2,1
21,98,9,70,3,3,2
21,62,7,64,1,1,1
19,84,10,65,2,0,1
29,77,7,70,2,5,1
10,73,8,62,1,1,1
15,64,9,64,3,1,2
19,83,7,67,2,1,2
10,79,8,63,3,1,1
19,64,9,62,3,0,2
30,84,6,72,2,2,3
20,90,6,69,3,3,1
21,91,9,72,2,5,1
12,96,7,68,3,2,2
16,76,6,64,1,1,2
18,98,7,72,1,3,1
18,95,8,73,1,2,1
28,72,5,67,1,5,2
23,66,8,64,2,0,1
13,77,8,65,1,3,3
21,76,9,67,1,1,1
23,83,7,68,1,3,2
27,83,9,72,2,2,1
29,90,7,71,1,1,2
14,80,7,66,2,1,2
15,64,7,59,1,0,1
12,94,10,68,2,1,2
19,72,5,64,1,3,1
23,99,8,70,1,2,3
26,65,7,65,2,4,3
20,98,7,72,3,2,3
18,64,8,66,2,3,3
21,69,9,68,3,2,2
15,62,8,62,2,1,1
33,88,9,70,2,1,1
10,94,7,70,3,3,3
21,77,7,64,2,0,1
32,97,5,76,1,1,1
20,84,10,67,3,1,2
19,85,7,69,1,2,1
18,94,7,68,2,4,2
19,72,8,67,1,1,2
28,74,9,69,1,0,3
7,96,6,67,2,2,1
29,96,9,73,1,0,1
11,99,7,71,3,4,2
18,96,9,70,2,4,1
17,65,6,65,2,1,1
24,93,8,73,2,0,2
10,76,7,65,2,1,1
23,100,5,73,2,4,1
32,79,5,70,2,0,1
12,82,6,66,3,0,1
21,81,8,66,3,3,2
16,73,4,64,1,4,1
23,63,8,68,3,2,2
20,96,7,70,2,1,3
16,92,4,72,3,6,3
23,66,6,66,2,2,1
31,91,6,74,2,2,2
19,85,7,67,1,0,2
24,76,9,71,2,2,1
12,70,9,60,2,2,1
14,94,6,68,2,3,3
23,88,6,69,2,0,2
29,82,5,74,2,2,2
22,84,6,71,2,2,2
18,64,6,63,3,0,1
20,79,7,66,3,2,1
12,68,7,65,2,1,2
24,68,6,60,3,0,1
25,86,6,69,2,3,1
17,96,6,69,2,1,1
17,76,6,67,1,2,3
22,68,9,65,3,1,2
17,86,8,70,2,1,1
20,95,8,71,1,0,1
33,90,9,73,2,3,2
19,95,8,70,2,0,1
18,81,9,67,3,1,2
16,90,8,67,2,1,3
24,66,7,65,2,0,3
19,74,6,69,2,2,3
16,76,6,65,2,1,1
28,80,8,68,1,1,1
29,97,7,74,2,0,2
16,95,5,68,3,0,2
9,65,4,61,1,1,1
26,67,10,67,3,3,1
16,74,6,66,2,1,1
25,72,6,69,1,8,2
8,85,9,62,1,1,1
25,96,5,71,1,0,1
13,98,8,71,2,1,2
24,86,10,72,1,0,1
20,94,10,69,1,1,2
14,81,6,67,2,6,1
18,68,7,63,2,1,1
24,81,6,68,2,1,2
21,82,7,69,1,0,3
24,90,9,65,1,0,1
32,69,5,70,2,0,2
11,75,8,65,2,2,3
30,75,7,67,2,0,1
21,98,9,72,2,0,1
15,78,9,69,3,1,3
12,90,6,69,1,2,2
19,90,7,71,2,4,3
26,71,8,67,2,1,2
19,83,8,65,1,3,1
29,96,4,70,2,2,1
11,79,8,63,1,1,2
20,98,9,71,2,0,2
12,69,7,64,1,1,2
22,63,8,69,3,5,2
25,96,9,69,1,0,1
17,94,7,70,2,1,1
4,100,8,64,1,2,1
21,87,7,70,1,1,1
23,97,7,74,2,0,2
22,93,6,69,2,1,1
27,94,7,73,2,3,1
14,83,10,66,2,1,2
24,75,6,67,3,1,2
27,97,8,76,2,6,1
9,77,7,61,1,2,2
22,82,9,68,3,0,2
17,78,9,63,3,1,1
20,83,6,67,2,1,1
22,79,6,66,1,3,3
17,62,6,62,1,2,2
16,95,6,69,2,0,1
20,78,6,67,2,3,2
13,84,8,66,1,2,2
13,66,6,63,2,2,1
24,60,6,64,1,1,3
13,70,6,64,3,2,2
24,88,8,67,2,1,1
23,64,7,66,3,4,3
10,96,7,68,2,1,1
16,69,6,62,2,1,2
27,68,5,68,1,1,2
14,67,9,63,2,1,2
17,61,7,62,1,1,2
23,91,10,72,3,2,1
25,95,8,69,1,4,1
18,85,10,67,3,3,2
16,68,8,65,2,1,3
29,71,7,69,1,1,1
30,79,6,72,2,1,1
26,98,6,70,2,2,1
21,70,9,91,2,1,2
15,89,7,65,1,2,1
15,78,8,62,1,0,1
23,72,8,65,2,2,1
23,78,8,67,2,1,2
28,63,6,67,3,4,2
24,92,9,72,2,2,3
11,70,7,60,1,1,2
26,89,7,69,1,0,2
14,63,8,61,1,0,2
18,98,7,70,2,1,3
22,68,4,68,3,2,3
32,95,9,75,2,2,2
39,92,9,75,2,1,2
24,99,4,72,1,2,3
19,79,5,66,3,1,1
23,89,10,71,1,5,2
25,75,7,70,3,4,1
18,67,7,63,1,2,2
31,78,6,72,1,0,2
21,67,5,65,2,1,1
23,99,7,71,1,3,1
24,64,8,65,2,0,2
23,84,7,69,2,1,2
25,85,8,71,2,3,2
16,82,10,68,2,2,1
17,86,6,66,1,2,2
13,65,7,60,1,0,3
23,82,9,68,2,0,3
25,71,6,67,2,1,1
23,98,7,71,2,3,3
30,90,10,74,3,2,2
20,99,6,70,2,2,2
24,62,9,63,1,2,1
13,71,7,64,2,0,2
18,68,10,66,3,3,1
24,60,5,64,2,0,2
25,70,7,69,2,1,2
18,87,5,71,2,2,2
20,69,6,64,2,1,1
11,80,6,65,1,1,1
18,96,7,69,1,2,2
25,88,5,68,2,1,2
23,76,7,68,2,3,2
23,75,8,68,3,0,1
20,78,5,65,1,1,2
20,67,6,65,1,1,2
16,85,10,66,1,1,3
24,75,7,66,2,0,2
23,94,4,71,2,2,3
23,90,5,68,2,0,1
17,84,7,65,1,0,3
7,75,7,63,2,0,2
27,68,6,66,2,1,2
17,91,10,71,2,7,1
15,79,10,65,2,2,1
24,69,7,68,1,3,2
18,68,8,66,3,2,3
26,67,8,64,2,2,1
24,91,9,70,3,1,1
24,69,6,70,2,4,3
12,81,10,66,1,1,1
27,78,7,70,2,3,2
22,83,8,71,2,2,2
18,95,7,70,2,2,2
21,95,7,70,2,1,1
9,78,7,66,1,2,2
22,61,5,64,1,1,1
14,77,4,66,1,5,1
12,84,7,68,3,1,1
11,82,6,61,1,2,2
27,86,8,72,2,2,1
16,66,8,66,2,1,1
29,86,7,68,2,1,1
17,67,9,61,3,1,1
10,90,7,67,1,0,2
13,74,5,66,1,3,1
27,88,7,74,2,3,2
19,62,9,66,2,0,3
17,76,4,67,2,4,2
21,88,7,71,2,4,2
23,69,8,66,3,0,2
27,92,10,71,3,0,1
29,85,9,72,3,4,1
18,84,7,66,2,2,2
12,74,8,62,1,1,1
18,79,4,66,1,1,1
22,84,5,69,2,2,1
14,79,8,64,2,0,2
14,88,7,69,2,4,2
22,77,7,69,2,2,2
20,68,7,64,3,0,1
20,69,7,68,2,3,2
15,60,7,63,1,4,1
19,72,5,64,1,1,1
14,90,7,69,2,2,2
25,92,5,71,2,1,2
26,68,6,67,1,2,2
9,98,9,67,1,3,1
14,80,7,66,3,2,1
11,97,8,67,2,0,2
16,88,7,68,1,2,2
19,89,6,69,1,1,2
11,63,5,62,3,0,1
14,69,6,66,3,2,3
14,60,7,63,2,1,1
21,89,8,67,2,2,1
20,74,7,68,3,3,2
16,91,8,66,1,2,2
21,74,5,66,2,3,2
17,93,8,67,1,0,1
18,65,5,66,2,1,3
30,67,8,69,2,1,2
28,74,8,72,3,2,2
12,76,4,60,2,0,1
25,74,8,68,3,0,1
25,91,8,72,2,3,2
13,64,9,64,1,1,3
25,74,6,65,3,0,3
29,93,7,76,2,3,2
13,63,8,59,2,0,1
14,98,8,67,1,0,1
26,99,8,73,2,4,2
22,64,6,64,1,1,2
23,72,8,67,1,3,2
22,75,8,69,1,3,3
22,91,7,69,2,1,1
12,84,6,67,2,2,2
26,86,6,72,2,2,1
27,90,9,86,1,2,1
19,65,8,62,2,0,1
20,93,7,69,2,1,2
11,88,7,68,1,2,2
23,83,4,99,1,1,2
23,96,7,70,2,1,1
20,88,5,68,2,2,2
27,68,7,67,1,0,2
18,77,9,66,1,1,1
23,80,6,66,1,0,3
14,62,7,62,2,2,1
20,98,8,72,3,3,3
19,65,7,64,2,0,2
21,88,6,68,1,1,2
18,80,7,66,2,2,1
19,61,8,68,3,4,2
25,97,7,75,3,3,3
17,94,7,67,3,3,1
10,81,9,65,2,2,1
30,69,8,68,2,2,2
28,65,5,67,3,2,1
12,75,8,63,3,1,1
24,70,8,67,1,2,2
17,80,5,67,2,0,1
22,99,4,73,3,2,2
22,83,5,67,3,0,1
19,96,7,71,2,1,3
15,86,9,67,2,2,2
16,79,6,68,2,0,3
15,94,8,68,2,1,3
15,79,4,66,2,1,3
20,95,7,68,1,0,1
16,72,6,63,2,2,2
24,65,10,68,2,2,2
29,94,4,74,2,1,2
17,83,7,65,1,3,1
21,96,4,69,2,1,1
23,98,6,70,2,1,1
23,62,4,65,3,3,2
20,80,10,68,2,1,2
24,75,6,65,2,0,2
23,85,7,68,1,0,3
13,92,7,68,1,4,1
25,71,5,66,1,0,1
25,82,9,70,3,0,3
15,88,8,66,2,1,3
20,65,8,64,2,0,1
24,93,5,70,2,1,1
19,84,9,68,1,1,3
26,98,9,74,1,4,1
34,74,7,71,2,2,1
15,64,8,61,1,0,1
12,80,7,64,2,3,1
22,63,5,64,3,2,3
24,99,7,73,2,0,2
19,62,6,62,2,0,1
29,90,7,71,2,0,3
12,81,9,68,2,2,2
24,75,5,67,3,2,2
16,63,6,63,3,1,2
30,85,6,71,2,2,2
32,83,6,72,1,1,3
15,71,6,66,3,3,2
17,96,7,67,1,1,2
25,72,8,66,2,0,1
18,78,8,68,2,4,3
20,82,7,64,1,0,2
20,64,8,65,3,1,2
8,97,10,66,3,0,1
20,75,7,69,3,1,2
16,63,9,64,1,2,2
17,75,8,65,2,1,1
29,84,10,72,3,3,1
12,81,8,65,1,1,2
25,88,6,70,2,2,2
18,62,7,64,2,2,2
18,71,7,62,1,1,1
25,93,8,69,3,0,1
22,63,6,62,1,1,2
23,94,9,69,2,2,1
26,64,7,66,2,3,2
18,93,8,71,2,2,2
16,74,7,66,1,4,1
13,84,7,64,2,0,1
15,66,7,63,3,2,3
38,63,8,69,3,1,2
27,69,10,68,2,1,2
12,65,4,63,2,0,2
12,72,8,64,3,1,3
23,81,7,66,2,0,1
23,84,7,71,2,1,3
23,92,4,72,3,0,3
18,86,8,88,2,2,1
19,84,7,66,1,1,1
22,76,6,65,2,0,1
21,79,7,66,1,2,2
7,77,7,62,3,4,1
19,94,4,68,2,4,1
15,69,7,65,3,2,1
21,60,8,62,1,0,1
38,86,6,74,3,1,1
22,68,7,64,2,0,2
18,96,7,72,3,2,2
26,94,9,70,2,0,1
23,63,7,65,2,2,2
23,64,8,66,1,3,1
24,80,7,67,1,0,2
32,84,10,73,2,1,1
13,71,6,65,1,4,3
23,89,6,74,2,4,2
14,84,7,66,2,0,3
23,73,6,67,2,1,3
14,61,5,58,1,0,1
17,90,8,71,2,2,1
18,69,4,63,3,1,2
26,93,6,73,2,1,2
26,77,5,68,2,1,2
13,83,7,66,2,4,1
20,95,4,68,2,3,1
16,95,8,66,1,2,2
12,75,8,62,1,1,2
19,68,5,78,2,0,2
18,91,7,68,2,1,2
35,77,8,77,2,5,3
23,68,8,65,2,1,2
12,96,5,73,1,3,3
17,68,5,64,2,4,1
26,61,9,67,2,0,3
33,61,6,69,2,1,2
10,85,6,60,3,1,1
9,86,8,66,3,0,2
31,72,5,70,3,2,1
22,73,7,66,1,2,1
15,74,8,64,2,1,2
23,87,5,70,2,1,3
4,62,6,58,3,3,3
20,97,5,69,2,0,1
22,69,6,64,1,0,3
26,100,9,72,2,2,2
14,67,9,60,1,1,1
21,91,7,70,3,2,3
14,69,8,62,2,1,3
22,63,8,66,2,1,3
15,95,6,66,1,0,2
18,94,7,65,2,1,1
14,76,5,64,2,1,1
24,88,6,72,2,1,3
25,82,7,71,3,3,1
19,94,5,68,2,1,2
20,73,5,68,2,2,2
11,81,6,64,3,2,3
18,79,9,65,2,3,2
20,74,9,64,2,1,1
36,96,7,75,2,1,1
13,67,8,61,2,2,1
29,66,6,68,2,0,2
26,83,4,70,1,2,1
22,86,6,71,2,5,3
31,68,7,66,1,0,1
22,76,7,66,1,0,1
22,98,7,70,1,0,1
20,70,7,62,2,0,1
27,87,6,72,1,4,3
27,90,8,72,3,0,2
16,78,5,63,2,2,1
12,98,8,69,2,5,1
19,89,6,68,2,0,2
15,78,10,67,1,0,2
20,83,7,71,3,3,1
27,88,6,67,1,2,1
17,84,6,62,1,0,2
20,95,6,69,2,0,1
20,74,8,67,2,2,1
25,72,7,71,2,2,1
7,69,8,87,3,1,2
16,62,8,62,2,2,3
21,62,7,64,2,2,1
27,95,8,74,3,3,2
17,87,9,69,2,0,1
9,86,8,65,2,1,1
24,85,7,66,2,2,2
16,94,8,70,1,3,2
13,79,5,68,2,3,2
16,95,10,70,2,4,3
19,74,8,68,3,1,2
16,97,8,69,2,0,1
7,88,7,66,1,2,2
25,70,4,65,2,0,1
28,83,7,71,2,1,2
24,81,7,66,2,1,1
13,66,6,61,1,2,1
19,84,6,69,2,3,2
20,73,6,65,1,1,2
24,62,8,63,2,0,2
24,98,9,73,3,2,1
16,86,7,68,1,1,1
20,95,6,70,2,1,3
23,87,6,72,2,3,2
29,74,7,68,2,3,2
24,81,7,68,2,0,3
25,87,8,71,2,1,1
21,98,6,68,2,1,2
28,70,8,70,3,3,1
22,95,8,70,2,2,1
15,97,6,69,1,2,2
28,87,4,73,3,2,1
24,97,6,72,1,1,2
17,76,9,67,2,0,2
17,98,4,69,2,2,1
22,88,9,68,2,1,3
23,62,4,64,2,0,2
21,96,6,71,1,2,2
22,79,6,68,2,1,2
30,78,10,70,2,1,1
26,83,7,72,2,3,1
21,66,7,65,3,2,1
26,79,6,70,2,1,1
14,93,8,69,1,2,1
22,61,6,64,1,0,2
31,71,7,67,2,3,1
19,60,6,65,3,1,1
15,77,8,62,2,0,2
16,89,8,68,2,2,1
13,92,6,68,3,2,1
15,98,6,68,1,1,2
18,84,6,68,2,4,3
12,70,7,62,2,1,1
20,97,8,72,1,4,2
25,91,7,69,2,1,2
15,83,4,68,1,3,1
29,88,8,71,2,4,1
23,97,5,69,2,0,2
26,88,6,71,2,1,3
16,75,7,65,1,2,1
25,89,7,68,2,1,1
13,62,8,60,1,1,1
25,75,6,68,1,3,3
21,76,6,66,2,1,2
23,67,7,66,1,4,1
13,61,8,62,1,4,1
15,65,8,61,2,2,1
24,86,7,69,1,2,1
14,92,9,69,3,1,3
23,100,9,74,2,4,3
12,74,8,62,1,1,1
25,84,5,67,2,0,1
13,97,8,69,3,1,1
23,67,7,66,2,1,1
24,89,6,72,2,2,3
16,90,6,69,2,2,3
23,64,7,65,2,0,2
22,94,6,72,1,0,3
17,93,7,69,1,2,2
14,61,7,60,2,3,1
8,64,7,61,3,0,3
22,62,8,63,2,1,2
11,73,7,63,2,3,2
21,80,6,68,3,1,3
18,81,4,68,1,1,2
24,71,8,65,2,1,1
18,96,7,71,2,1,3
18,75,7,64,1,1,1
24,62,9,65,2,1,2
22,72,5,67,1,2,2
22,81,7,67,1,0,1
23,76,6,67,2,1,1
11,71,8,87,2,1,1
25,65,4,67,3,1,3
24,93,8,72,3,4,2
14,100,8,69,3,0,1
19,73,6,65,1,1,3
20,75,7,66,1,1,1
19,85,6,70,1,3,2
22,89,8,71,2,0,2
29,76,8,67,1,1,1
26,96,5,72,2,0,2
12,82,5,63,2,0,1
24,78,9,67,1,0,1
28,86,10,72,2,6,1
22,98,8,72,1,1,3
27,92,8,70,2,1,1
32,62,7,67,1,0,1
26,73,7,68,3,0,2
21,79,8,67,3,1,1
26,73,7,70,1,3,1
21,88,9,67,3,1,2
20,93,7,71,2,1,3
18,89,7,69,2,1,3
29,100,7,74,2,3,1
15,71,7,63,2,0,2
29,95,9,72,2,0,2
23,91,7,71,1,2,1
12,74,7,64,2,1,1
22,89,7,69,2,1,3
7,64,6,62,2,2,1
24,92,5,69,2,1,2
25,81,9,68,1,2,1
16,72,9,67,3,6,1
21,86,9,71,3,2,2
32,86,5,70,1,1,2
17,68,9,63,2,2,2
14,61,10,60,2,0,3
29,77,9,69,2,0,1
32,83,9,71,2,3,1
20,95,8,69,2,1,3
26,97,6,73,2,2,2
28,81,8,73,2,1,3
16,90,5,68,2,1,1
17,78,6,67,2,2,1
27,90,7,74,3,2,2
30,68,7,68,2,3,1
23,75,8,69,1,1,2
15,85,4,69,2,4,1
32,61,7,68,2,0,1
17,89,8,66,2,1,1
18,93,8,69,2,3,1
22,76,8,66,2,1,1
29,78,7,72,3,5,1
25,94,6,69,1,1,2
22,91,8,68,2,1,1
23,72,7,66,2,1,1
20,73,8,65,3,1,1
23,87,8,71,3,2,1
5,83,7,61,2,2,1
18,66,6,63,2,1,1
21,72,9,66,1,1,2
13,96,8,69,2,0,3
22,88,10,71,2,0,2
19,99,8,73,3,0,3
31,91,8,72,1,2,1
29,98,5,73,1,2,2
17,69,7,65,2,1,1
19,91,7,71,2,1,3
20,61,8,65,2,1,1
17,87,8,67,1,1,2
21,79,8,69,2,1,1
15,74,10,63,1,0,1
13,94,6,68,3,2,2
24,94,8,70,3,1,1
24,61,8,64,1,1,1
15,84,10,64,2,1,3
25,75,8,68,3,1,1
16,77,8,65,2,0,3
22,93,8,70,2,0,3
25,72,8,66,1,0,2
20,98,9,70,1,1,1
23,67,6,66,3,3,1
17,87,6,69,2,2,1
19,87,10,69,3,2,2
19,70,4,64,2,1,1
16,73,7,64,1,1,1
19,93,7,69,2,1,2
11,90,7,67,3,3,2
17,73,9,63,1,2,2
18,81,8,67,1,1,2
18,62,6,65,1,3,2
19,68,6,64,1,2,1
20,79,7,68,1,3,3
23,63,9,64,3,0,3
25,94,7,70,1,2,1
16,89,7,70,3,0,1
13,98,6,67,2,1,3
14,88,8,69,2,2,2
17,98,7,70,2,2,1
18,82,6,69,2,5,2
15,84,9,65,2,1,2
12,99,10,66,2,0,1
17,86,7,70,2,2,2
21,61,7,63,1,1,1
24,89,5,69,2,3,3
17,96,8,74,2,4,1
18,92,8,70,1,2,3
14,83,7,66,2,1,1
20,87,6,68,2,0,1
15,100,10,67,2,2,2
23,64,8,66,1,2,2
9,87,6,65,2,0,1
18,71,8,66,2,3,3
22,86,7,69,2,1,3
21,84,7,67,2,2,1
36,66,8,69,3,1,2
22,68,4,66,3,2,2
14,85,4,64,3,2,3
19,65,9,61,1,1,2
9,71,7,61,2,0,1
20,93,6,70,1,1,2
15,73,5,65,2,1,2
25,80,7,67,2,1,2
17,98,7,69,2,0,3
19,69,9,63,2,2,2
16,76,8,66,3,1,3
30,84,7,73,2,3,2
18,90,8,68,3,0,1
31,96,9,74,3,0,1
25,97,8,70,2,0,2
23,91,8,68,2,0,2
22,69,7,67,1,1,3
22,61,6,65,1,1,2
8,75,5,66,2,5,3
18,66,5,64,2,0,1
25,88,8,72,1,1,3
20,86,8,70,3,2,2
12,62,9,60,2,1,1
20,93,8,68,2,1,1
30,70,9,71,2,1,3
27,77,7,68,1,1,3
20,87,8,67,1,2,1
26,77,5,70,1,1,1
18,78,7,65,3,0,3
10,63,4,60,2,0,1
14,76,7,65,1,2,3
29,91,9,70,1,0,1
18,97,7,69,2,4,1
19,77,8,64,2,1,1
18,77,7,67,2,2,3
31,88,6,73,1,2,3
30,98,7,74,3,1,1
33,71,9,67,2,0,2
19,78,8,66,2,2,3
22,92,6,69,2,4,3
11,84,5,64,1,1,1
29,64,7,69,2,0,3
13,85,6,66,2,1,1
21,67,7,65,2,1,2
13,80,5,67,3,1,2
16,81,9,67,2,3,2
15,95,7,68,3,0,1
16,78,7,65,2,4,2
17,71,6,66,1,4,2
17,69,7,65,1,2,1
25,95,7,71,3,0,1
13,67,6,63,2,0,1
21,77,7,70,1,2,3
27,67,9,70,3,0,3
17,91,4,67,3,3,1
16,79,7,68,3,2,3
19,74,6,63,2,0,3
27,74,9,70,1,3,3
21,94,7,69,1,1,1
17,82,5,66,2,1,2
23,89,7,70,2,2,1
13,96,8,68,1,1,2
24,96,10,70,2,0,3
22,73,4,67,2,0,1
18,98,5,69,2,0,2
15,61,9,64,2,2,2
15,75,5,62,1,1,1
23,96,7,71,2,1,1
27,71,6,69,2,2,2
16,71,6,62,1,0,3
23,72,7,66,3,0,2
7,84,7,64,1,3,1
16,78,9,66,2,3,1
20,89,9,72,2,2,3
15,96,8,71,2,3,2
14,87,7,65,2,0,1
16,68,7,65,2,1,2
22,97,8,70,2,1,1
19,71,9,68,3,1,3
7,66,8,57,3,0,1
7,64,9,59,3,4,1
16,83,6,64,2,0,2
23,65,9,67,2,2,2
4,66,8,60,1,2,1
17,72,6,67,1,3,1
17,71,7,65,1,2,1
28,84,7,71,2,1,2
18,93,7,67,2,0,1
22,90,7,69,1,0,1
21,70,5,68,3,1,1
7,70,6,59,2,0,3
25,99,7,75,1,3,2
21,60,6,59,1,0,2
23,95,6,71,1,0,2
44,68,9,71,1,3,2
7,98,7,66,3,0,2
30,74,10,69,2,1,3
18,78,7,65,1,4,1
22,88,9,68,1,3,1
20,84,7,68,2,5,1
17,73,6,67,3,1,2
17,82,7,68,2,1,2
22,89,9,68,2,0,2
11,62,7,88,3,3,3
25,60,8,66,2,1,2
18,78,7,67,3,3,1
13,65,7,63,1,2,2
17,87,7,68,2,3,1
28,69,6,65,1,2,2
17,77,7,67,2,1,1
22,68,8,67,2,3,2
16,82,7,67,2,1,3
25,65,7,64,1,1,1
24,61,8,61,2,1,1
31,62,7,65,2,2,2
19,98,7,70,3,1,2
24,66,8,67,2,0,2
21,88,7,68,2,1,1
28,63,7,65,2,1,1
16,64,8,63,1,3,3
24,80,7,72,2,1,3
19,79,7,68,2,2,3
20,98,7,73,2,2,2
21,98,7,71,3,0,2
22,91,5,70,2,3,1
19,84,7,68,1,0,2
21,78,10,68,2,3,3
29,74,6,68,1,2,1
26,98,6,71,2,1,1
25,84,10,70,1,4,2
17,83,6,67,2,2,2
15,69,9,61,2,0,3
26,62,7,64,1,1,2
25,98,7,72,2,1,2
29,73,7,67,1,1,1
16,78,8,65,3,1,2
19,65,5,64,3,1,3
10,93,7,66,2,0,1
18,61,6,62,2,1,2
26,93,4,70,2,2,1
17,66,9,64,2,1,2
24,95,4,70,1,3,1
19,89,10,66,2,1,1
22,67,8,62,2,0,2
13,83,5,63,3,4,1
21,73,9,66,3,2,2
2,67,6,58,1,1,1
19,94,6,70,2,1,1
10,76,4,63,2,1,3
27,76,6,70,3,0,2
25,67,6,65,2,1,1
23,75,8,67,2,5,2
29,95,9,73,2,1,1
14,75,5,82,2,0,2
30,98,7,71,3,0,1
26,98,4,73,1,1,1
19,66,7,65,1,1,3
27,67,10,67,2,1,1
13,95,4,67,1,1,1
15,76,5,69,2,4,2
16,60,8,61,1,0,1
17,71,8,64,2,3,2
14,84,6,64,1,1,3
27,92,9,68,1,2,1
18,65,6,62,2,1,2
22,64,10,66,3,5,2
17,97,8,70,2,1,1
9,90,9,67,1,3,2
22,84,8,70,2,2,2
9,91,8,65,3,0,2
20,77,8,65,2,1,2
12,90,9,70,2,3,2
32,75,7,72,3,1,2
25,70,6,65,1,0,1
21,89,7,71,2,1,2
28,77,6,71,1,3,2
15,99,6,72,3,1,3
23,74,9,64,1,0,2
21,97,8,72,3,2,3
22,97,8,71,2,1,2
28,70,9,66,1,0,1
24,92,8,71,2,3,2
22,77,10,67,3,2,2
10,97,4,69,1,1,1
14,78,6,67,3,0,2
19,90,6,71,2,0,3
21,79,5,66,1,1,3
